Name,Popularity,Faith,Hope,Love,Loving (ignore),Valence,pop_binary
"The Battle Hymn (feat. Jae Jin, Calie Garrett, Psalm Bird & Michelle Chae)",14,0,0,0,0,0.572,0
Lament,14,0,0,0,0,0.227,0
God of the Angel Armies,14,0,0,0,0,0.106,0
Fly,14,0,0,0,0,0.462,0
Prelude,14,0,0,0,0,0.161,0
King Intro,14,0,0,0,0,0.332,0
Hark the Herald Angels Sing,14,0,0,0,0,0.304,0
On and On - Bonus Track,14,0,0,0,0,0.946,0
"I'll Fly Away, Oh Glory! (Live)",14,0,0,0,0,0.423,0
You're so Good to Me (Reprise) [Live],14,0,0,0,0,0.276,0
___ _ ___ Your Given Day,14,0,0,0,0,0.418,0
___ __ Hannahês Song,14,0,0,0,0,0.222,0
"____ Here, Now",14,0,0,0,0,0.079,0
Magnificat,14,0,0,0,0,0.22,0
This Is My Story (My Song),14,0,0,0,0,0.21,0
Hopeity Hope,14,0,1,0,0,0.211,0
Dandy Candy Eating Handy Hands,14,0,0,0,0,0.922,0
FruitÛ The Spiritual Kind,14,0,0,0,0,0.122,0
Trust And Obey - Live,14,0,0,0,0,0.275,0
Light Of The World,14,0,0,0,0,0.363,0
This Is The Day - Live,14,0,0,0,0,0.419,0
Your Eyes - Live,14,0,0,0,0,0.25,0
Look From Heaven,14,0,0,0,0,0.635,0
You're The One,14,0,0,0,0,0.0573,0
Did You Know,14,0,0,0,0,0.0683,0
All My Love,14,0,0,1,0,0.426,0
Me Vs. Me,14,0,0,0,0,0.502,0
Pioneer Again - Brian Houston Message/Live,14,0,0,0,0,0.116,0
Christmastime Again,14,0,0,0,0,0.494,0
Hold Fast,14,0,0,0,0,0.537,0
How Great Is Your Love (Accompaniment),14,0,0,1,0,0.205,0
King of Kings (Accompaniment),14,0,0,0,0,0.275,0
Pick Me Up (feat. Zechariah Good),14,0,0,0,0,0.585,0
Greater Is (Spontaneous) [feat. Aaron Lucas],14,0,0,0,0,0.672,0
The Absolute (Live),14,0,0,0,0,0.486,0
Glory To God,14,0,0,0,0,0.503,0
The First Christmas (feat. Zach Williams),14,0,0,0,0,0.222,0
Forever Yours,14,0,0,0,0,0.079,0
Dreamer,14,0,0,0,0,0.22,0
Mecca,14,0,0,0,0,0.311,0
United: The Story Behind the Album,14,0,0,0,0,0.15,0
The Mission - Live,14,0,0,0,0,0.323,0
Name Above All Names,14,0,0,0,0,0.174,0
Awaken the Child,14,0,0,0,0,0.116,0
Praises,14,0,0,0,0,0.329,0
Shine,14,0,0,0,0,0.244,0
One Who Lives,14,0,0,0,0,0.646,0
Morning Time,14,0,0,0,0,0.182,0
Believe (feat. Brock Human),14,0,0,0,0,0.25,0
Oh That You,14,0,0,0,0,0.635,0
Light After Darkness (Instrumental),14,0,0,0,0,0.0573,0
Fix My Eyes (Instrumental),14,0,0,0,0,0.0683,0
Moments Like These,14,0,0,0,0,0.127,0
Deep (Way Down),14,0,0,0,0,0.271,0
Yesu Azali Awa,14,0,0,0,0,0.458,0
Oh Draw Me Lord - Reprise,14,0,0,0,0,0.542,0
Were You There - Live,14,0,0,0,0,0.467,0
Mary Sweet Mary,14,0,0,0,0,0.324,0
Love Like That,14,0,0,1,0,0.494,0
Through The Fire,14,0,0,0,0,0.411,0
Outside The Lines,14,0,0,0,0,0.249,0
Turn It On,14,0,0,0,0,0.368,0
How Great Is Your Love (Accompaniment),14,0,0,1,0,0.188,0
King of Kings (Accompaniment),14,0,0,0,0,0.663,0
Be Thou My Vision (Lord You Are) [Instrumental],14,0,0,0,0,0.442,0
My Jesus I Love Thee (Instrumental),14,0,0,1,0,0.542,0
"Praise to the Lord (Joyful, Joyful) [Accompaniment Track]",14,0,0,0,0,0.265,0
Hark the Herald Angels Sing,14,0,0,0,0,0.211,0
Light Shine In - Live,14,0,0,0,0,0.27,0
God You Are My God - Live,14,0,0,0,0,0.407,0
As For Me,14,0,0,0,0,0.085,0
Awaken the Child,14,0,0,0,0,0.233,0
Praises,14,0,0,0,0,0.222,0
Shine,14,0,0,0,0,0.0948,0
One Who Lives,14,0,0,0,0,0.328,0
Morning Time,14,0,0,0,0,0.357,0
Believe (feat. Brock Human),14,0,0,0,0,0.34,0
Oh That You,14,0,0,0,0,0.363,0
A Living Hope (Live),14,0,1,0,0,0.709,0
Go (Live),14,0,0,0,0,0.328,0
Crashing Wave - Live,14,0,0,0,0,0.376,0
I'll Be Still - Live,14,0,0,0,0,0.427,0
Hear The Sound - Live,14,0,0,0,0,0.16,0
The One - Live,14,0,0,0,0,0.596,0
Beautiful Words,14,0,0,0,0,0.746,0
One Moment Away,14,0,0,0,0,0.447,0
Someday,14,0,0,0,0,0.163,0
You,14,0,0,0,0,0.527,0
An Open Letter to Whoever's Listening - Instrumental,14,0,0,0,0,0.423,0
Covet - Instrumental,14,0,0,0,0,0.163,0
Take It Easy - Instrumental,14,0,0,0,0,0.491,0
The String That Ties Us - Instrumental,14,0,0,0,0,0.245,0
Anchor - Instrumental,14,0,0,0,0,0.74,0
Satellite Kite - Instrumental,14,0,0,0,0,0.311,0
Beautiful Eulogy - Instrumental,14,0,0,0,0,0.0667,0
Omnipotent - Instrumental,14,0,0,0,0,0.654,0
Slain - Instrumental,14,0,0,0,0,0.593,0
Worthy - Instrumental,14,0,0,0,0,0.722,0
Cello From Portland,14,0,0,0,0,0.516,0
How Great Is Our God,14,0,0,0,0,0.684,0
"High Noon - Live, 2014 Version",14,0,0,0,0,0.647,0
Pillar of Fire,14,0,0,0,0,0.232,0
All The Way Home,14,0,0,0,0,0.44,0
The Ninety and Nine,14,0,0,0,0,0.147,0
The First Noel - Live,14,0,0,0,0,0.369,0
Perfect Light - Live,14,0,0,0,0,0.162,0
Born That We May Have Life,14,0,0,0,0,0.789,0
With Me,14,0,0,0,0,0.0963,0
Natural Disaster,14,0,0,0,0,0.412,0
Tumbling After,14,0,0,0,0,0.428,0
Say Yes,14,0,0,0,0,0.78,0
Listen,14,0,0,0,0,0.56,0
Right In Front Of Me,14,0,0,0,0,0.467,0
Grateful Heart,14,0,0,0,0,0.0573,0
See What,14,0,0,0,0,0.146,0
Come Home (Live),14,0,0,0,0,0.0385,0
With All My Heart,14,0,0,0,0,0.317,0
More Than Enough,14,0,0,0,0,0.361,0
Great Are You Lord,14,0,0,0,0,0.559,0
Grateful,14,0,0,0,0,0.574,0
This Is Your Season,14,0,0,0,0,0.407,0
"Come On, Christmas",14,0,0,0,0,0.322,0
Leaving Heaven,14,0,0,0,0,0.5,0
One Last Christmas,14,0,0,0,0,0.19,0
Life Inside You,14,0,0,0,0,0.148,0
A Friend In The World,14,0,0,0,0,0.0646,0
Christos Anesti,14,0,0,0,0,0.138,0
Tossed by the Wind,14,0,0,0,0,0.271,0
The Author,14,0,0,0,0,0.0627,0
The Great Love Story,14,0,0,1,0,0.131,0
I Am New,14,0,0,0,0,0.768,0
Stand on Grace,14,0,0,0,0,0.958,0
Restored,13,0,0,0,0,0.358,0
Lay Down My Pride,13,0,0,0,0,0.374,0
Give You Glory - Live,13,0,0,0,0,0.386,0
Let It Fade - Live,13,0,0,0,0,0.608,0
Take My Life - Live,13,0,0,0,0,0.478,0
Giving You All Control,13,0,0,0,0,0.299,0
When You Are Near,13,0,0,0,0,0.395,0
Lost Is Found,13,0,0,0,0,0.642,0
Be Ready,13,0,0,0,0,0.811,0
One Still Night,13,0,0,0,0,0.151,0
The Unbelievable,13,0,0,0,0,0.238,0
A God Who Saves,13,0,0,0,0,0.966,0
We Praise Your Righteousness,13,0,0,0,0,0.636,0
Great Things,13,0,0,0,0,0.527,0
Isaiah 53,13,0,0,0,0,0.613,0
Learn To Love,13,0,0,1,0,0.167,0
Silent Night,13,0,0,0,0,0.369,0
Llega Al Lêmite,13,0,0,0,0,0.452,0
M_s Que Hermosa,13,0,0,0,0,0.329,0
Morning Time,13,0,0,0,0,0.622,0
Hearts to Stone,13,0,0,0,0,0.132,0
The Great Divide,13,0,0,0,0,0.549,0
I Believe in You (feat. Seth McConkey) [Live],13,0,0,0,0,0.763,0
I Will Not Be Silent,13,0,0,0,0,0.664,0
God of the Angel Armies (Extended Version),13,0,0,0,0,0.192,0
God Is Love,13,0,0,1,0,0.378,0
Real Talk [Interlude],13,0,0,0,0,0.554,0
When My Heart Is Torn Asunder - Acoustic,13,0,0,0,0,0.681,0
Thank You Lord,13,0,0,0,0,0.208,0
_ ____ _ My Life to You,13,0,0,0,0,0.153,0
__ __ __ Essence of Life,13,0,0,0,0,0.111,0
Sing We Now Of Christmas - Live,13,0,0,0,0,0.294,0
Carol Of The Bells (With Young Tom Ennis Jig) - Medley,13,0,0,0,0,0.359,0
An Irish Christmas Blessing,13,0,0,0,0,0.312,0
Bloom One,13,0,0,0,0,0.14,0
Hallelujah Is Our Song,13,0,0,0,0,0.356,0
What Is The Answer?,13,0,0,0,0,0.204,0
Talking 'Bout Love,13,0,0,1,0,0.0578,0
Song About Writin' A Song,13,0,0,0,0,0.265,0
"Psalms, Proverbs & Parables Too",13,0,0,0,0,0.147,0
Love Never Fails,13,0,0,1,0,0.37,0
Trust And Obey,13,0,0,0,0,0.333,0
My Number One - Live,13,0,0,0,0,0.461,0
God So Loved,13,0,0,1,0,0.712,0
Royalty - Live,13,0,0,0,0,0.137,0
Jesus In My Life - Live,13,0,0,0,0,0.211,0
Free - Live,13,0,0,0,0,0.505,0
You're All I Need - Live,13,0,0,0,0,0.453,0
Jesus Loves Me - Live,13,0,0,1,0,0.359,0
I'm Really Happy - Live,13,0,0,0,0,0.208,0
Blessed - Live,13,0,0,0,0,0.153,0
Better Than Life,13,0,0,0,0,0.216,0
Shout To The Lord,13,0,0,0,0,0.109,0
Anthem Of Praise,13,0,0,0,0,0.215,0
Breathe,13,0,0,0,0,0.372,0
Nightsong,13,0,0,0,0,0.0874,0
Superhero (reprise),13,0,0,0,0,0.152,0
The Plant and the Gardener,13,0,0,0,0,0.141,0
Rest of Me,13,0,0,0,0,0.0391,0
Rest of Me - Instrumental,13,0,0,0,0,0.1,0
Silent Night (With Saviour King) - Instrumental,13,0,0,0,0,0.204,0
Sleigh Ride,13,0,0,0,0,0.778,0
I'll Be Home for Christmas,13,0,0,0,0,0.252,0
Do You Hear What I Hear?,13,0,0,0,0,0.186,0
Yes I Will (Accompaniment),13,0,0,0,0,0.542,0
Hallelujah for the Cross (Accompaniment),13,0,0,0,0,0.255,0
Great Things (Instrumental),13,0,0,0,0,0.48,0
Great Things (Accompaniment),13,0,0,0,0,0.333,0
Forgiver,13,0,0,0,0,0.589,0
O Holy Night (feat. Jon McLaughlin),13,0,0,0,0,0.367,0
Deck the Halls,13,0,0,0,0,0.358,0
Softly & Tenderly,13,0,0,0,0,0.34,0
Smoke Signals,13,0,0,0,0,0.736,0
B Stage Medley - Live,13,0,0,0,0,0.616,0
Your Love Is Better Than Life - Live,13,0,0,1,0,0.313,0
My Salvation,13,0,0,0,0,0.346,0
Dry and Broken,13,0,0,0,0,0.137,0
Kingdom,13,0,0,0,0,0.226,0
Our Father (feat. Brock Human),13,0,0,0,0,0.176,0
Stained Glass Masquerade - LIVE,13,0,0,0,0,0.2,0
Shelter Me,13,0,0,0,0,0.758,0
Threshold Of Glory,13,0,0,0,0,0.153,0
Hold On,13,0,0,0,0,0.304,0
"Sweet, Sweet Song Of Salvation",13,0,0,0,0,0.595,0
Hark! the Herald Angels Sing / Room in Your Heart Reel / O Come Let Us Adore Him (Renewed),13,0,0,0,0,0.645,0
Wrap This One Up,13,0,0,0,0,0.463,0
In Christ,13,0,0,0,0,0.221,0
Never Enough,13,0,0,0,0,0.515,0
Long Ago,13,0,0,0,0,0.424,0
Just Like Me,13,0,0,0,0,0.441,0
Yes I Will (Accompaniment),13,0,0,0,0,0.473,0
Hallelujah for the Cross (Accompaniment),13,0,0,0,0,0.663,0
Great Things (Instrumental),13,0,0,0,0,0.298,0
Great Things (Accompaniment),13,0,0,0,0,0.388,0
"Praise to the Lord (Joyful, Joyful) [Instrumental]",13,0,0,0,0,0.439,0
Power of the Cross (Instrumental),13,0,0,0,0,0.581,0
Come Behold the Wondrous Mystery (Instrumental),13,0,0,0,0,0.173,0
O Little Town of Bethlehem,13,0,0,0,0,0.588,0
All the Poor and Powerless,13,0,0,0,0,0.6,0
Love Comes Down,13,0,0,1,0,0.418,0
Beautiful Savior,13,0,0,0,0,0.198,0
Almighty God,13,0,0,0,0,0.128,0
You Will Never Run - Neon Feather Remix,13,0,0,0,0,0.598,0
Never Weigh Me Down,13,0,0,0,0,0.562,0
Every Giant Will Fall - Ukulele Version,13,0,0,0,0,0.961,0
A Joyful Reprise,13,0,0,0,0,0.341,0
My Salvation,13,0,0,0,0,0.302,0
Dry and Broken,13,0,0,0,0,0.225,0
Kingdom,13,0,0,0,0,0.185,0
Our Father (feat. Brock Human),13,0,0,0,0,0.126,0
Lift Up Your Eyes,13,0,0,0,0,0.0688,0
All The Praise - Live,13,0,0,0,0,0.323,0
Reflector,13,0,0,0,0,0.224,0
We Are The Sound,13,0,0,0,0,0.285,0
Entitlement - Instrumental,13,0,0,0,0,0.249,0
Wonderful - Instrumental,12,0,0,0,0,0.558,0
A Bridge Between - Instrumental,12,0,0,0,0,0.187,0
Surrender - Instrumental,12,0,0,0,0,0.415,0
Immanuel - Instrumental,12,0,0,0,0,0.741,0
Lofty,12,0,0,0,0,0.382,0
You Are God - Live,12,0,0,0,0,0.319,0
"O, For A Thousand Tongues To Sing - Live",12,0,0,0,0,0.673,0
Come Thou Long Expected Jesus,12,0,0,0,0,0.446,0
Behold The Lamb Of God,12,0,0,0,0,0.823,0
I Can Just Be Me - With Commentary,12,0,0,0,0,0.557,0
Nothing To Say - 2014 Version,12,0,0,0,0,0.251,0
Queen of Iowa,12,0,0,0,0,0.842,0
Little Boy Heart Alive,12,0,0,0,0,0.714,0
All Shall Be Well,12,0,0,0,0,0.202,0
More,12,0,0,0,0,0.0999,0
"Come, Lord Jesus",12,0,0,0,0,0.596,0
Majesty Of Heaven - Acoustic,12,0,0,0,0,0.589,0
Outstretched Hands,12,0,0,0,0,0.143,0
Sing It,12,0,0,0,0,0.54,0
Behind The Beauty,12,0,0,0,0,0.152,0
Something's Got To Change,12,0,0,0,0,0.156,0
All I See Is You,12,0,0,0,0,0.413,0
From Glory to Glory,12,0,0,0,0,0.593,0
Victory,12,0,0,0,0,0.0878,0
Bless the Lord,12,0,0,0,0,0.512,0
Next in Line,12,0,0,0,0,0.472,0
Join The Angels,12,0,0,0,0,0.135,0
The Day Before You,12,0,0,0,0,0.351,0
Wake Up,12,0,0,0,0,0.424,0
Hark! The Herald Angels Sing,12,0,0,0,0,0.82,0
"O Come, O Come Emmanuel",12,0,0,0,0,0.413,0
All The Time,12,0,0,0,0,0.206,0
Nothing,12,0,0,0,0,0.158,0
I Know You're Calling,12,0,0,0,0,0.136,0
Even When,12,0,0,0,0,0.215,0
Letting Go,12,0,0,0,0,0.213,0
Breathe,12,0,0,0,0,0.296,0
Nothing Else I Need,12,0,0,0,0,0.374,0
Not Ashamed - Acoustic,12,0,0,0,0,0.0571,0
Feels Like,12,0,0,0,0,0.433,0
No Matter What It Takes,12,0,0,0,0,0.157,0
Worship You Forever,12,0,0,0,0,0.637,0
The Gospel Song,12,0,0,0,0,0.661,0
I Will Sing Your Praise Alone,12,0,0,0,0,0.681,0
Good and Faithful Shepherd,12,1,0,0,0,0.353,0
"Lord, Help Us Forgive",12,0,0,0,0,0.397,0
Love Like You,12,0,0,1,0,0.244,0
Our Good Father,12,0,0,0,0,0.54,0
Gracious Invitation,12,0,0,0,0,0.21,0
Welcome In,12,0,0,0,0,0.15,0
Everybody Needs You,12,0,0,0,0,0.536,0
Before the Skies,12,0,0,0,0,0.313,0
Joy to the World (Our God Reigns),12,0,0,0,0,0.224,0
All Is Well,12,0,0,0,0,0.283,0
The Holidays Are Here,12,0,0,0,0,0.743,0
Este Es El Milagro,12,0,0,0,0,0.479,0
Nada Est_ Terminado,12,0,0,0,0,0.403,0
Like That's A Bad Thing,12,0,0,0,0,0.546,0
Get Away,12,0,0,0,0,0.549,0
Life On Ya,12,0,0,0,0,0.548,0
Better,12,0,0,0,0,0.706,0
Kingdom,12,0,0,0,0,0.261,0
Running Into Freedom,12,0,0,0,0,0.468,0
I Proclaim,12,0,0,0,0,0.105,0
Love Me Back,12,0,0,1,0,0.265,0
Faith and Time,12,1,0,0,0,0.307,0
Rescue Me,12,0,0,0,0,0.174,0
Wasted,12,0,0,0,0,0.47,0
Your Love Is Bigger,12,0,0,1,0,0.359,0
In the Middle,12,0,0,0,0,0.397,0
It Is Good,12,0,0,0,0,0.397,0
The Reward,12,0,0,0,0,0.244,0
Fly (Extended Version),12,0,0,0,0,0.469,0
Moravian Anthem,12,0,0,0,0,0.771,0
Star of Wonder,12,0,0,0,0,0.248,0
The Ascension - Acoustic,12,0,0,0,0,0.238,0
Wonderful - Acoustic,12,0,0,0,0,0.378,0
Thirst - Acoustic,12,0,0,0,0,0.217,0
In Your Light - Live,12,0,0,0,0,0.16,0
Prove My Love,12,0,0,1,0,0.236,0
__ Benediction 2019 (Live),12,0,0,0,0,0.407,0
_ __ __ _ You Came to Me,12,0,0,0,0,0.261,0
__ _ His Way,12,0,0,0,0,0.575,0
_ __ __ I Will Follow,12,0,0,0,0,0.312,0
God Rest Ye Merry Gentlemen - Live,12,0,0,0,0,0.366,0
Inishowen - Live,12,0,0,0,0,0.468,0
"Come, Thou Long Expected Jesus - Live",12,0,0,0,0,0.283,0
Angels We Have Heard On High / Joy Has Dawned - Medley,12,0,0,0,0,0.637,0
Lobby Jam - Medley/Bonus Track,12,0,0,0,0,0.473,0
Open,12,0,0,0,0,0.227,0
Take Heart,12,0,0,0,0,0.436,0
Everybody Lend Me Your Ears,12,0,0,0,0,0.316,0
A Gift So Wonderful,12,0,0,0,0,0.335,0
Follow You - Live,12,0,0,0,0,0.215,0
You Are Good - Live,12,0,0,0,0,0.401,0
Light Of The World - Live,12,0,0,0,0,0.192,0
I Believe In Jesus - Live,12,0,0,0,0,0.715,0
On The March - Live,12,0,0,0,0,0.199,0
Oh How I Love You - Live,12,0,0,1,0,0.433,0
Not Forgotten,12,0,0,0,0,0.77,0
Idyll,12,0,0,0,0,0.145,0
Yourside,12,0,0,0,0,0.286,0
Simple Things,12,0,0,0,0,0.22,0
One Dream,12,0,0,0,0,0.535,0
All Creatures of Our God and King,12,0,0,0,0,0.24,0
Faithful God,12,1,0,0,0,0.648,0
Hold On Christmas,12,0,0,0,0,0.316,0
Have a Holly Jolly Christmas,12,0,0,0,0,0.61,0
Stand in Your Love (Accompaniment),12,0,0,1,0,0.538,0
The Way (New Horizon) [Accompaniment],12,0,0,0,0,0.594,0
Lean Back (Instrumental),12,0,0,0,0,0.222,0
Give Me Strength,12,0,0,0,0,0.441,0
Just as I Am,12,0,0,0,0,0.323,0
Henrietta's Waltz,12,0,0,0,0,0.277,0
Bright & Beautiful,12,0,0,0,0,0.47,0
Our Love Is a Garden,12,0,0,1,0,0.349,0
Drum Solo - Live,12,0,0,0,0,0.22,0
Shout Aloud (feat. Michael Ketterer),12,0,0,0,0,0.594,0
Set Me Free - LIVE,12,0,0,0,0,0.173,0
Coat Of Many Colors,12,0,0,0,0,0.522,0
Timeless,12,0,0,0,0,0.308,0
The King Is Coming Prelude (Renewed),12,0,0,0,0,0.252,0
The King Is Coming Prelude,12,0,0,0,0,0.21,0
Marvelous Light,12,0,0,0,0,0.619,0
Another Day In Paradise,12,0,0,0,0,0.571,0
Fighting For,12,0,0,0,0,0.32,0
Every Beat of My Broken Heart,12,0,0,0,0,0.52,0
Alive,12,0,0,0,0,0.704,0
One Little Miracle,12,0,0,0,0,0.143,0
Words We Speak,12,0,0,0,0,0.924,0
Stand in Your Love (Accompaniment),12,0,0,1,0,0.396,0
The Way (New Horizon) [Accompaniment],12,0,0,0,0,0.0333,0
My Jesus I Love Thee (Accompaniment Track),12,0,0,1,0,0.177,0
Oh Lord Almighty (Accompaniment Track),12,0,0,0,0,0.0429,0
Oh Lord Almighty (Instrumental),12,0,0,0,0,0.104,0
Living Waters (As the Deer) [Instrumental],12,0,0,0,0,0.236,0
All Hail the Power of Jesus Name (Instrumental),12,0,0,0,0,0.149,0
Crown Him with Many Crowns (Instrumental),12,0,0,0,0,0.138,0
It Came Upon a Midnight Clear,12,0,0,0,0,0.267,0
So I Can Love,12,0,0,1,0,0.312,0
Always - Live,12,0,0,0,0,0.285,0
Higher Than All - Live,11,0,0,0,0,0.516,0
The Greatness Of Our God,11,0,0,0,0,0.656,0
Burn,11,0,0,0,0,0.836,0
One And Only - Urban Rescue Remix,11,0,0,0,0,0.259,0
Shout Aloud (feat. Michael Ketterer),11,0,0,0,0,0.384,0
This Is The Day,11,0,0,0,0,0.405,0
The Anthem,11,0,0,0,0,0.667,0
My Saviour - Live,11,0,0,0,0,0.461,0
We Are the Sound,11,0,0,0,0,0.428,0
Love Lead Me On,11,0,0,1,0,0.089,0
The Way You Are,11,0,0,0,0,0.79,0
"Motive 1, 2 - Instrumental",11,0,0,0,0,0.276,0
The Haven's Grey,11,0,0,0,0,0.81,0
Mystery of Mercy,11,0,0,0,0,0.868,0
Mountains on the Ocean Floor,11,0,0,0,0,0.555,0
For the Love of God,11,0,0,1,0,0.204,0
Tools,11,0,0,0,0,0.593,0
Isn't It Love,11,0,0,1,0,0.792,0
Love Enough,11,0,0,1,0,0.0798,0
The Coral Castle,11,0,0,0,0,0.0793,0
Shiloh,11,0,0,0,0,0.638,0
Innocence and Other Things Lost,11,0,0,0,0,0.324,0
Overwhelm,11,0,0,0,0,0.805,0
From The Corners Of The Earth,11,0,0,0,0,0.135,0
Over My Head,11,0,0,0,0,0.754,0
Know By Now,11,0,0,0,0,0.337,0
Do You Want To Know,11,0,0,0,0,0.603,0
You Are Wonderful,11,0,0,0,0,0.593,0
Jingle Bells,11,0,0,0,0,0.207,0
Chapter 2 - In Unison - The Unfinished Story of Jeremy and Adrienne Camp,11,0,0,0,0,0.215,0
Jingle Bell Rock,11,0,0,0,0,0.793,0
Joy To The World,11,0,0,0,0,0.276,0
God With Us,11,0,0,0,0,0.246,0
Be The One,11,0,0,0,0,0.284,0
Everytime,11,0,0,0,0,0.232,0
We Cry Out - Acoustic,11,0,0,0,0,0.501,0
Speaking Louder Than Before - Live,11,0,0,0,0,0.801,0
Lay Down My Pride - Live,11,0,0,0,0,0.296,0
Revive Me,11,0,0,0,0,0.0837,0
Take A Little Time,11,0,0,0,0,0.228,0
Everything,11,0,0,0,0,0.057,0
I Am Nothing,11,0,0,0,0,0.145,0
Sand Pile Blues,11,0,0,0,0,0.642,0
Givers Like God,11,0,0,0,0,0.651,0
Lift High the Cross,11,0,0,0,0,0.0358,0
Joy To The World,11,0,0,0,0,0.702,0
O Come Let Us Adore Him,11,0,0,0,0,0.848,0
Be Somebody,11,0,0,0,0,0.332,0
Maybe,11,0,0,0,0,0.649,0
Love Ain't No Love,11,0,0,1,0,0.494,0
Humanity,11,0,0,0,0,0.323,0
Reach for the Light,11,0,0,0,0,0.261,0
The Hymn - O What Mercy,11,0,0,0,0,0.15,0
Open Up the Heavens (Reprise) [feat. Andi Rozier and Meredith Andrews] [Live],11,0,0,0,0,0.128,0
Amy's Song,11,0,0,0,0,0.0972,0
Reward Prelude,11,0,0,0,0,0.258,0
An Oath He Means To Keep,11,0,0,0,0,0.285,0
You See,11,0,0,0,0,0.445,0
Wait [Intro],11,0,0,0,0,0.539,0
Over All - Acoustic,11,0,0,0,0,0.695,0
__ __ ___ Endless Praise,11,0,0,0,0,0.56,0
___ _ ___ Rejoicing in You,11,0,0,0,0,0.508,0
__ __ ____ Dwell in Your Heart,11,0,0,0,0,0.0358,0
_ __ This Song,11,0,0,0,0,0.698,0
"O Come, O Come, Emmanuel / Sing We The Song Of Emmanuel - Medley",11,0,0,0,0,0.76,0
Shepherds We Have Heard On High,11,0,0,0,0,0.0641,0
It Was Science!,11,0,0,0,0,0.171,0
God Looks At The Heart,11,0,0,0,0,0.339,0
"Worthy, Righteous, Holy, Socks",11,0,0,0,0,0.39,0
Spinning Around - Live,11,0,0,0,0,0.0909,0
I'm So Glad/ You Are Here (The Same Power),11,0,0,0,0,0.406,0
Shout Your Fame,11,0,0,0,0,0.515,0
I'm Not Ashamed - Live,11,0,0,0,0,0.379,0
You're The Answer,11,0,0,0,0,0.513,0
Forever,11,0,0,0,0,0.357,0
Lean On You,11,0,0,0,0,0.221,0
God You Make Me Smile - Live,11,0,0,0,0,0.326,0
Let The Children Come - Live,11,0,0,0,0,0.737,0
Radio - Live,11,0,0,0,0,0.356,0
Look From Heaven - Live,11,0,0,0,0,0.552,0
All I Need Is You/You Are My World - Live / Medley,11,0,0,0,0,0.246,0
Supernatural - Live,11,0,0,0,0,0.316,0
Not Forgotten - Live,11,0,0,0,0,0.0568,0
Anthem Of Praise - Live,11,0,0,0,0,0.3,0
You're The One - Live,11,0,0,0,0,0.358,0
Breathe - Live,11,0,0,0,0,0.638,0
Night Song - Live,11,0,0,0,0,0.831,0
For Who You Are,11,0,0,0,0,0.548,0
On The March,11,0,0,0,0,0.382,0
Everyday,11,0,0,0,0,0.212,0
Master and Apprentice,11,0,0,0,0,0.292,0
That Familiar Tune,11,0,0,0,0,0.227,0
Thanksgiving,11,0,0,0,0,0.66,0
My Soul Shall Sing,11,0,0,0,0,0.782,0
The Little Things - Instrumental,11,0,0,0,0,0.605,0
Sugar Love - Instrumental,11,0,0,1,0,0.148,0
Take the Time,11,0,0,0,0,0.624,0
Unknown God (feat. David Andrews),11,0,0,0,0,0.435,0
Glorious (Live),11,0,0,0,0,0.487,0
Unfailing Father (Live),11,0,0,0,0,0.551,0
Sacred Name (YHWH),11,0,0,0,0,0.51,0
All That I Am,11,0,0,0,0,0.895,0
Beautiful God,11,0,0,0,0,0.32,0
Good King Wenceslas,11,0,0,0,0,0.582,0
Cherry Blossoms,11,0,0,0,0,0.0518,0
Sericea,11,0,0,0,0,0.25,0
Peter's Testimony - Live,11,0,0,0,0,0.317,0
Radiance (feat. Brock Human),11,0,0,0,0,0.454,0
Mercy,11,0,0,0,0,0.287,0
"Father, Spirit, Jesus - LIVE",11,0,0,0,0,0.0651,0
"O Come, O Come Emmanuel",11,0,0,0,0,0.133,0
Advent Hymn (Renewed),11,0,0,0,0,0.0972,0
Amaryllis Story (Renewed),11,0,0,0,0,0.172,0
Our Christmas Song (Renewed),11,0,0,0,0,0.171,0
Joy to the World (Renewed),11,0,0,0,0,0.447,0
Hark! the Herald Angels Sing / O Come Let Us Adore Him,11,0,0,0,0,0.316,0
Only Jesus,11,0,0,0,0,0.372,0
When I See You,11,0,0,0,0,0.701,0
Anyone But You,10,0,0,0,0,0.698,0
Hark The Herald Angels Sing,10,0,0,0,0,0.422,0
We're Alright,10,0,0,0,0,0.29,0
Joanna,10,0,0,0,0,0.0636,0
Ode To Lord Stanley,10,0,0,0,0,0.343,0
Lest We Forget,10,0,0,0,0,0.36,0
Not The Same,10,0,0,0,0,0.308,0
Power of the Cross (Accompaniment Track),10,0,0,0,0,0.291,0
Come Behold the Wondrous Mystery (Accompaniment Track),10,0,0,0,0,0.618,0
Living Waters (As the Deer) [Accompaniment Track],10,0,0,0,0,0.418,0
All Hail the Power of Jesus Name (Accompaniment Track),10,0,0,0,0,0.628,0
Crown Him with Many Crowns (Accompaniment Track),10,0,0,0,0,0.179,0
Away in a Manger,10,0,0,0,0,0.137,0
Almighty God - Live,10,0,0,0,0,0.257,0
Radiance (feat. Brock Human),10,0,0,0,0,0.205,0
Mercy,10,0,0,0,0,0.656,0
Put Your Hands Up,10,0,0,0,0,0.845,0
Limitless,10,0,0,0,0,0.79,0
Unto You,10,0,0,0,0,0.594,0
